product_id,category_id,cpc,clicks,views
6993550973586493082,1685543589975630639,1.9599737575772356,0.0,
6502252366850234242,1309505362017098808,1.8999736587815113,0.0,72.0
8667216932588506737,1685543589975630639,1.8999710278904351,0.0,
1358681755703604506,7234842626579207420,1.0999708760717948,0.0,
4320798240743471803,7234842626579207420,1.0999702951073924,0.0,
5093398903649943068,4709441281594313927,1.6399694097818354,0.0,
4784886165584539040,7234842626579207420,1.099969394060523,0.0,
3494733042517476924,4758633780990544445,1.6399691636516773,15.0,1259.0
3702118377977063110,8191228521251377763,1.5999690084329727,0.0,76.0
2631190065849155211,8212185206818550099,1.8999684080574948,0.0,91.0
3694685740255268493,5237182937361963093,1.6399670210906279,0.0,59.0
5587408520445372823,5237182937361963093,1.6399668307175541,0.0,52.0
2233836014032635749,9097289594476179859,1.8999660936372362,0.0,
8878741892546423834,5165268297756540484,1.6399656929379427,0.0,100.0
4733780302510884356,4792296825659270999,1.699965303264479,16.0,981.0
5931840148117519806,7234842626579207420,1.0999652930146437,0.0,
2285793993057668553,7234842626579207420,1.0999639160390629,0.0,
25726741962569681,1265291073766728080,1.8999636536072289,15.0,1014.0
6108388243988248078,3692024707650725577,1.6399625914051486,0.0,49.0
1663454019737119656,7234842626579207420,1.0999619678645647,0.0,
4094191273066930600,5165268297756540484,1.6399617713024495,0.0,28.0
6641874248785699682,5152018957359872972,1.7399614392413771,0.0,219.0
4237451587213588610,916295562321136269,2.0399609967498993,0.0,
7897281327485828207,4726293767817891349,1.7399604743769752,0.0,79.0
3991119349621513178,7234842626579207420,1.099959882347404,0.0,
5246214959199472951,1923544693465519030,1.6599595737481256,0.0,
4448159335337224310,5165268297756540484,1.6399592353572046,0.0,429.0
5133921001191648526,8757232218924067765,1.6999579358770183,0.0,92.0
262440534018298115,7234842626579207420,1.099957155249812,0.0,
3421657274740396991,4521868007779037021,1.7999567321698267,0.0,29.0
4515565177879785579,7234842626579207420,1.099956284449633,0.0,
3164139703021886633,8757232218924067765,1.6999559104352346,32.0,1936.0
7782688996774962757,7234842626579207420,1.0999551616742327,0.0,
655827462202561473,4549029307837257105,1.6999538081401848,9.0,291.0
5211164852321743514,3751288961258999757,1.799953534607678,0.0,305.0
1277799644925345546,7234842626579207420,1.0999525317786634,0.0,
537331615278927826,7234842626579207420,1.099952007974759,0.0,
1947903955722074023,7546353206280754446,2.099950810180063,0.0,
529422492902037862,7234842626579207420,1.0999506809547779,0.0,
2403378625504847761,925365551437414795,1.6399504578076702,0.0,
1730967656034387644,1685543589975630639,1.959950143112069,0.0,
3922542081338439365,7234842626579207420,1.0999500599274852,0.0,
6424972878808157627,6761934102423866922,1.7999482963070825,0.0,145.0
3558529641426827110,6922744551990321988,1.6999481612739753,5.0,174.0
8366053254519219428,7234842626579207420,1.0999475501095737,0.0,
1308499997944917587,7234842626579207420,1.0999472552922795,0.0,
4713266220648221943,3692024707650725577,1.6399469372880509,0.0,100.0
5466698997988699780,7234842626579207420,1.0999463714831363,0.0,
7660308806451343494,5152018957359872972,1.7399451963602948,0.0,83.0
4554312361151685493,1065054249661341089,1.6999447771213454,2.0,31.0
3619084162083709107,7234842626579207420,1.0999447750148736,0.0,
2368818599309104179,3692024707650725577,1.6399427852102986,6.0,655.0
9108936501911904653,5165268297756540484,1.6399421118854391,0.0,65.0
4681197343561302346,5152018957359872972,1.7399412911963303,0.0,
6486418497097822062,7234842626579207420,1.0999409884049371,0.0,25.0
872691208972059882,1111307707891106543,1.6399409638192743,2.0,184.0
2058824149567087195,925365551437414795,1.6399409012870168,2.0,59.0
1516874050746286637,7234842626579207420,1.0999398678280712,0.0,
1976478220702349394,7234842626579207420,1.099939325694995,0.0,
2441413638219669833,5808231195080095323,1.7999385259302991,0.0,39.0
8918820787912161937,5165268297756540484,1.6399379110887793,0.0,
9088420670027470872,1685543589975630639,1.899937634815804,0.0,
8648158314847452095,8757232218924067765,1.6999371776387637,0.0,34.0
9145240003269609500,7234842626579207420,1.099936688950685,0.0,42.0
8562843479367612219,1309505362017098808,1.8999350536988855,0.0,
1039203250124094041,7234842626579207420,1.0999349738678712,0.0,
8139726904160098776,8763944332228924685,1.7999347703716173,0.0,37.0
4296298210044659032,7234842626579207420,1.0999341202520392,0.0,
5465169599490473541,3261938439189988077,1.7399333837577198,0.0,259.0
4390451281702099164,7234842626579207420,1.0999326839460222,0.0,
3751655722922638249,1923544693465519030,1.6599312637826098,28.0,746.0
3667528110699324668,7234842626579207420,1.0999310711592925,0.0,
200284836247297365,7234842626579207420,1.0999310346840028,0.0,
3579728865931716974,600346013476277781,1.8599300906921892,0.0,95.0
5759703450777751583,1820559254927871275,1.8999300063937312,0.0,40.0
8323580614181378539,7234842626579207420,1.099929066913304,0.0,
8220516962808929869,7234842626579207420,1.0999284956517386,0.0,
2571197129296153097,7234842626579207420,1.099924702259375,0.0,
1672003704986121318,706610424568502112,2.499924161371948,0.0,
3709618389826327922,916295562321136269,2.03992402224715,0.0,
3766594096399849328,7234842626579207420,1.0999208309437267,0.0,
4745095895871019680,1111307707891106543,1.6399205760026776,0.0,52.0
3907154158957925943,7234842626579207420,1.0999195045672578,0.0,
8093039056094273822,7234842626579207420,1.0999183958349854,0.0,
9077222057496336950,5165268297756540484,1.639917885113213,0.0,
8654372885795795372,6741714229206996525,1.9599177146250821,22.0,219.0
5326907073315624955,7234842626579207420,1.0999176863979194,0.0,
8050904893617551790,7234842626579207420,1.0999129310576703,0.0,63.0
4147381439741961036,7113377490830327796,1.6999112311850735,0.0,
1578774054990732113,4144838792376551216,1.6799110911548505,18.0,579.0
1088758451126472110,8757232218924067765,1.6999109448742096,0.0,
1715050829619367477,8757232218924067765,1.699910453736275,0.0,435.0
8900409203603780995,7377022865491922227,2.499910104744853,0.0,
5977384142886098886,7615887539365185316,1.7199090160246213,1.0,368.0
4912269629983825309,8314216493288164861,1.6999084260736688,0.0,
3225833329624459276,8139895675934778318,1.799908419789344,0.0,54.0
5748966974164225375,7234842626579207420,1.0999080663714693,0.0,
6211744882333061749,7234842626579207420,1.0999076490728545,0.0,
5902389903794661688,7234842626579207420,1.0999030122310864,0.0,56.0
276011019074112250,7332238274522026714,1.799902714824099,0.0,127.0
1004861679609863268,5547517019048776244,1.699902693166538,0.0,63.0
8497378437830364927,7234842626579207420,1.099901712444085,0.0,
8228179950026347694,7234842626579207420,1.0999014570141485,0.0,
6205109501143034274,916295562321136269,2.039901194273093,2.0,72.0
3202804154627853236,7247293772491039605,1.759901004517187,28.0,1501.0
8812693012699549208,8757232218924067765,1.6999002295502958,0.0,
207358059331539194,7234842626579207420,1.0998995920251156,0.0,
3701477435416500105,1238055560848089576,1.7998995605089279,0.0,
2431253980561456922,7234842626579207420,1.0998991463619376,0.0,26.0
794539842689484943,7234842626579207420,1.0998990582357442,0.0,
6322391620765357525,5165268297756540484,1.6398980819809097,4.0,352.0
8398235934189480360,7234842626579207420,1.0998980507906995,0.0,
6404239256372554306,6761934102423866922,1.799897770115771,95.0,4189.0
8839231501901783282,8757232218924067765,1.699897543739582,0.0,
2471332549658549562,7234842626579207420,1.0998973818160962,0.0,
5962291210424591407,1685543589975630639,1.8998951898440035,0.0,
7170637558637902998,860118035448290100,1.9598950742509946,6.0,1197.0
2364426077252951625,5165268297756540484,1.6398949605147348,0.0,21.0
7473852275001792740,8757232218924067765,1.6998948621476877,3.0,343.0
3903457439148123834,7234842626579207420,1.0998939574803142,0.0,
7959740417058124783,7234842626579207420,1.0998928194884854,0.0,
8119879096140960904,5867066021514722968,1.699891794538224,0.0,526.0
8096714858417276626,1685543589975630639,1.9598914352378354,0.0,
1204047208101490080,7234842626579207420,1.0998905471474312,0.0,27.0
4972475918886654789,6308575542093111682,1.7198899869087048,9.0,379.0
2357091107845127917,57429672184018236,1.6998898780404856,0.0,23.0
6346159158653988387,5408235100923805681,1.639889105993971,0.0,
3456800461610858217,8191228521251377763,1.5998884409901688,0.0,
4248573235918829877,7234842626579207420,1.099888046836223,3.0,181.0
1520105486357058660,7234842626579207420,1.0998866427902825,0.0,
4780138915864408936,3751288961258999757,1.7998865886300137,2.0,353.0
105066034370296960,8757232218924067765,1.6998841279938022,0.0,63.0
8207778094400958938,7234842626579207420,1.0998826218901492,0.0,
3302085377331310688,3751288961258999757,1.7998821369311055,0.0,130.0
387816609350260641,1685543589975630639,1.8998810319995179,0.0,
4513970265814953430,6435918762574829268,1.8998802376145152,21.0,1334.0
3201940062582611,5152018957359872972,1.7398786543925466,0.0,395.0
6203338376683983072,1923544693465519030,1.659877471098551,0.0,
5840882536723350914,1923544693465519030,1.6598766982894424,84.0,2450.0
266292158992588648,336796770412020758,1.6998766048486857,0.0,135.0
2990579446781361754,7234842626579207420,1.0998764359457458,0.0,
8562921929725641027,7234842626579207420,1.099876220312068,0.0,
1060157188028606993,4734675588267940461,1.899874816872598,0.0,
268522979739607687,7234842626579207420,1.0998746628061533,0.0,
371996317391451200,4182284880531870771,1.69987456945352,0.0,
7313155064213239651,7234842626579207420,1.0998745611685283,0.0,
4226056736343422304,712043033563922991,1.7998744617430922,4.0,494.0
3712782308193629433,7234842626579207420,1.099874278778726,0.0,
4377787635802295641,7234842626579207420,1.0998738878848269,0.0,
8390309004367159566,7234842626579207420,1.099872998896234,0.0,
2062748752141102551,5152018957359872972,1.7398726023672924,0.0,105.0
169568718717457785,7234842626579207420,1.0998717034408418,0.0,
2997178187378975981,916295562321136269,2.0398711977091297,0.0,
6479252082466797242,8191228521251377763,1.5998709791665187,0.0,208.0
6089005190164606224,1111307707891106543,1.639870865506472,14.0,435.0
6016211559112857943,5924358085291389806,1.6398699609149023,0.0,
8989327934678007407,7234842626579207420,1.0998690949490797,0.0,
1556132765909179780,916295562321136269,2.0398682412595126,0.0,
8053766279877521251,5237182937361963093,1.639868103279131,2.0,194.0
570067563143260904,5427700133518477699,1.8998679524669178,0.0,69.0
3097231365745496553,1923544693465519030,1.6598675565033063,0.0,114.0
8959328143776964005,7234842626579207420,1.0998672175471493,0.0,
8430488293738532817,7234842626579207420,1.0998670083481448,0.0,
4523953048409888446,7234842626579207420,1.0998669483596104,0.0,
6518178430505960288,5165268297756540484,1.6398667793150374,3.0,76.0
1457866592658249316,7234842626579207420,1.099866279754486,0.0,
6132745984780518232,7031849801799267747,1.8998662504440458,0.0,216.0
4949376276546689120,7234842626579207420,1.099863455671598,0.0,33.0
764550090374011472,8757232218924067765,1.6998626387844644,0.0,
1897490093402492593,7234842626579207420,1.0998620704499718,0.0,
7430259704352018524,1238055560848089576,1.7998610983055126,0.0,
8080691386442792093,7234842626579207420,1.09986059725854,0.0,
5443313636371244471,7234842626579207420,1.0998603872602655,0.0,
7293223142287789384,5165268297756540484,1.6398600374761245,0.0,
3289364559234439305,7234842626579207420,1.099859515357175,0.0,
3667885724797524177,5165268297756540484,1.6398589555829282,0.0,
1847750713591090571,5237182937361963093,1.6398585774185537,0.0,50.0
635854356330412340,1949840533625410785,1.8998573186196648,55.0,3273.0
1205590536911283452,6036457646356932801,1.7598572323610528,72.0,2594.0
4784874621622515097,7234842626579207420,1.0998570053354169,0.0,
9199806278215947402,7234842626579207420,1.099855600942741,0.0,
6517974329413593308,1923544693465519030,1.659855562216448,0.0,67.0
8972730092817482789,7234842626579207420,1.099855202200277,0.0,
4227325399984845299,7234842626579207420,1.0998550230082749,0.0,
7259303925559729279,7234842626579207420,1.0998546279496006,0.0,45.0
4137356623800239658,3692024707650725577,1.6398544585583044,2.0,105.0
1122239684262490729,7234842626579207420,1.0998543435297976,57.0,1188.0
8725586323367791573,7234842626579207420,1.09985401316958,0.0,
6417474709779286877,7234842626579207420,1.0998530980793366,0.0,
6286302321855317097,4423498402721644859,1.6398530050307394,0.0,42.0
1968579089254453328,5165268297756540484,1.6398528651475988,0.0,26.0
4350491877615642499,7234842626579207420,1.0998525665116496,0.0,22.0
647392962211619403,7234842626579207420,1.0998519626084833,0.0,
580655054009097725,7234842626579207420,1.0998512863821042,0.0,
8295845237881517371,6036457646356932801,1.759850620298696,6.0,152.0
1024388434148307257,1238055560848089576,1.7998502102979665,0.0,738.0
4762427944225469462,7234842626579207420,1.0998489710019952,0.0,31.0
1811763295224591642,6761934102423866922,1.7998488557087273,0.0,97.0
5381062144402281147,5806613474443340534,1.6398487808563424,4.0,752.0
7544581156697054210,1685543589975630639,1.959848648635593,0.0,
6520125587022020904,8757232218924067765,1.6998477304181772,0.0,47.0
3370370848811330354,916295562321136269,2.0398475899913606,0.0,
5816792075764473428,1238055560848089576,1.7998460737038264,0.0,
5695493366199510288,2032212472292174009,1.6998460578451542,0.0,74.0
8163544554541732320,7234842626579207420,1.0998456626719684,0.0,
3499003581607865338,7234842626579207420,1.099845544019945,0.0,
5132088114672252960,7234842626579207420,1.0998453859394048,0.0,
8251459486925626982,7953706649283923097,1.7398450870511826,0.0,94.0
1126462640003453178,7234842626579207420,1.0998450844690388,0.0,58.0
2660205870276888580,7234842626579207420,1.099844862904529,0.0,
8916583097869554810,7234842626579207420,1.0998444625648034,0.0,
5171634552505854631,8757232218924067765,1.6998429938304485,0.0,
6037659389270699303,6761934102423866922,1.7998419960441545,0.0,80.0
5239613366362225863,1685543589975630639,1.9598417628972027,0.0,
6440685751797404400,7447951119572356021,1.8998417216228014,0.0,101.0
4780151363053390716,7234842626579207420,1.0998414194988715,0.0,52.0
3008699891014767710,5806613474443340534,1.6398407543699673,0.0,42.0
8214699391772601630,7234842626579207420,1.0998406573569854,0.0,21.0
7363335067418210919,8798974914863395288,1.9998402145391792,0.0,185.0
71838245019699134,1949840533625410785,1.899839703668126,0.0,
5256850950195148494,5165268297756540484,1.639839258121126,0.0,21.0
2793639696219560403,18590165558100261,1.6998392441803492,0.0,106.0
6732256334434614170,5165268297756540484,1.6398387650559032,0.0,
697294292240058420,7234842626579207420,1.099838689796755,0.0,
6173447253583848855,712043033563922991,1.7998370987933856,7.0,334.0
2205518856394950713,7234842626579207420,1.0998349819996882,0.0,
7262004587303701009,4549029307837257105,1.699834539926169,6.0,154.0
3276691871450936729,4604948445965754860,1.8598344350666478,0.0,56.0
3818879452240747438,1238055560848089576,1.7998341150976662,0.0,
8735181204469852775,4423498402721644859,1.639833957042061,0.0,
1477029232308702445,7234842626579207420,1.0998339029454915,0.0,
3680246042592379574,3245746023935484718,1.7998335218872985,0.0,29.0
5476748604234245961,3692024707650725577,1.639832860784756,1.0,323.0
8930432237426112560,7234842626579207420,1.0998327811278588,0.0,
4484916374744827592,1923544693465519030,1.6598321034441623,0.0,
1338234473298485134,8757232218924067765,1.6998315817144267,0.0,
4270278748537380758,1923544693465519030,1.6598312672529913,2.0,94.0
444245802753158055,1309505362017098808,1.8998312285069465,6.0,124.0
1513248777468700103,5165268297756540484,1.6398306517905485,0.0,
3734220571984311202,7234842626579207420,1.099829670519111,0.0,22.0
6693403493895630417,7234842626579207420,1.0998291847140786,0.0,
6211062622492388934,3751288961258999757,1.7998291574285346,2.0,137.0
4208756472142930775,1238055560848089576,1.7998290926333005,0.0,
2208017367568018387,7234842626579207420,1.099828082004346,0.0,
6217058432591948230,5698282383449050021,1.9998266413961312,0.0,
7208844188765722431,3710425510320353298,1.6998262304064855,0.0,27.0
7483127632206973816,8757232218924067765,1.6998245179582927,0.0,35.0
6585318445704110480,4144838792376551216,1.6798237334573702,8.0,1002.0
6961191827746430848,1685543589975630639,1.8998232561382888,0.0,
4245789893842938211,1685543589975630639,1.8998218882165814,0.0,
6206011963452832626,7234842626579207420,1.0998214389758947,0.0,
1651193716968986464,342971727469566694,1.759821205277498,0.0,58.0
3274364931728708263,7234842626579207420,1.0998204553927224,0.0,
9039227753876657403,7234842626579207420,1.0998193756341756,0.0,
4362176365257684418,7524971758690137833,1.7598191332292477,0.0,126.0
1366910780026294936,7234842626579207420,1.0998181472158142,0.0,
2770678157495122010,7234842626579207420,1.0998169525426347,0.0,
8734420461549040312,8757232218924067765,1.6998168819415083,0.0,20.0
4519743006945132639,3692024707650725577,1.6398145099466706,2.0,240.0
4846799222949771446,7234842626579207420,1.0998132649183938,0.0,25.0
8853820326750949265,5237182937361963093,1.6398129593652353,2.0,219.0
454088405396183331,1685543589975630639,1.9598128695425578,0.0,
1527810831680398834,5165268297756540484,1.6398126681780583,0.0,
1460171966522775029,7016191804580997334,1.8998125252275266,8.0,304.0
8132045981675213813,1111307707891106543,1.639811858168557,0.0,39.0
4025440767782811885,5468963934751397241,1.6798115708049175,7.0,399.0
7364938651102249631,7234842626579207420,1.0998115414101095,0.0,
5564655180086581666,1265291073766728080,1.8998111427949511,0.0,97.0
2257526078384262413,7234842626579207420,1.0998111126120913,0.0,
2930612517613502422,7234842626579207420,1.0998100587539112,0.0,
4500930582978138971,7546353206280754446,2.099809173911517,0.0,
6872637837813008562,7234842626579207420,1.0998090603981228,0.0,62.0
5787086377064797823,4549029307837257105,1.6998083964761823,4.0,329.0
2778939474114327425,2032212472292174009,1.6998057524060608,0.0,211.0
1493717145934171489,4182284880531870771,1.6998042337724115,0.0,85.0
185720150245363043,6036457646356932801,1.7598033423880262,0.0,192.0
6448413137857998684,7234842626579207420,1.0998030690829153,0.0,
3045266120260089143,7234842626579207420,1.0998029504481868,0.0,23.0
6240693310609695228,7234842626579207420,1.099802237829574,0.0,
4735556289992102818,7234842626579207420,1.0998008088133227,0.0,
5994278672194682128,7234842626579207420,1.099800707150056,0.0,
1361551193948427364,7234842626579207420,1.0998006519273367,0.0,
3469466956252061696,7234842626579207420,1.099799718843896,0.0,
4457688093301666606,7234842626579207420,1.099799218742338,4.0,33.0
4797175504488503694,4423498402721644859,1.6397990576488928,0.0,512.0
9178379891690591306,5237182937361963093,1.639797921298519,0.0,39.0
6292496662590078266,4302120167845015511,1.9997978745724625,0.0,253.0
204643667236549881,7234842626579207420,1.0997977751870975,0.0,
3007511567631526627,3692024707650725577,1.6397977163427444,0.0,
3946426967860584871,7234842626579207420,1.099797468856968,0.0,
6795793762770981058,7234842626579207420,1.0997969565317007,0.0,
4696048197536780770,338386728329910590,1.6397939670848292,10.0,820.0
5550638764675959634,3692024707650725577,1.6397927893758402,0.0,105.0
1786829686214898109,7234842626579207420,1.0997926365293276,0.0,
6820574258833122442,7234842626579207420,1.0997920018029852,0.0,
8049191951096914082,1685543589975630639,1.9597914070256546,0.0,
8845231378069022215,5237182937361963093,1.6397912766262825,0.0,54.0
2479924274653411549,7234842626579207420,1.0997907848947552,0.0,
7045298069736252242,7234842626579207420,1.0997907782203689,0.0,
5972852916578304317,7234842626579207420,1.0997897660088927,0.0,
6739489379179468262,1238055560848089576,1.799788876325587,2.0,65.0
8294339559562421047,8757232218924067765,1.6997881768984064,0.0,123.0
606536570258396581,6761934102423866922,1.7997859450904072,0.0,47.0
2099930008682626361,1923544693465519030,1.6597852685326586,0.0,
900832698575634243,8757232218924067765,1.6997851490892062,4.0,499.0
2354015664062067184,7757262931768242967,2.5997842969938185,3.0,474.0
4841518168870548072,7234842626579207420,1.0997838532497572,0.0,
7393978680358652919,7234842626579207420,1.0997835783690624,0.0,70.0
1315590261051108015,7234842626579207420,1.099783514650796,0.0,
5517813978882870973,5165268297756540484,1.6397831872671467,0.0,
9050283612332742446,7234842626579207420,1.0997825343586964,0.0,
6924149175504895123,7234842626579207420,1.0997819485434894,0.0,
8636172815995958961,1685543589975630639,1.9597817071687356,0.0,36.0
3293516147185349673,7234842626579207420,1.099781462916809,2.0,82.0
3259706356432435110,6761934102423866922,1.799780341880459,0.0,
8442855984702275595,7234842626579207420,1.0997782369567979,0.0,
1810658536056678668,600346013476277781,1.8597782314362754,0.0,
2754659698014673348,3692024707650725577,1.6397774496544217,0.0,
798824316180217284,1923544693465519030,1.6597771538460702,13.0,98.0
1843574231446528600,7234842626579207420,1.0997759472627342,0.0,
59263445172014430,1685543589975630639,1.8997753674786293,0.0,
3789703890383738129,7234842626579207420,1.0997748945813854,3.0,56.0
4281577738346037627,1685543589975630639,1.9597744107277824,0.0,
4441614270616209857,7234842626579207420,1.0997736780461622,0.0,
5514358667385383175,8757232218924067765,1.6997718842420027,0.0,
6596931672673591102,3692024707650725577,1.639771618871991,0.0,35.0
2475641148220972791,1238055560848089576,1.7997713193016691,0.0,
4004571088626339834,1685543589975630639,1.9597697744193694,7.0,101.0
409416862593593525,1111307707891106543,1.6397684652138271,4.0,275.0
9045863061260468382,7234842626579207420,1.09976742230945,0.0,
617607488424984468,7234842626579207420,1.099767238720507,0.0,
6131202416394648447,299902766085375701,1.8997664305992958,0.0,82.0
6870375983205612101,1923544693465519030,1.6597651132495583,0.0,67.0
2143927566937039293,1111307707891106543,1.6397645867867987,0.0,
365177053510986272,7234842626579207420,1.0997644470984405,0.0,
5601065693335788805,8757232218924067765,1.6997638721469888,15.0,424.0
555843713647033988,6036457646356932801,1.759763751278026,9.0,310.0
1532056192296674989,8757232218924067765,1.6997622133739885,0.0,176.0
5897535188149450986,6909670041687169853,1.599760010329859,0.0,20.0
8972308530367582176,7234842626579207420,1.0997591867272651,0.0,
5006192693009943256,1238055560848089576,1.7997590477633498,0.0,
409698133357567313,3692024707650725577,1.6397575027401325,119.0,3821.0
2617225691792439976,7546353206280754446,2.0997565038415837,0.0,
3558457819083010830,7031849801799267747,1.8997560323234022,5.0,154.0
6686495722481973486,3692024707650725577,1.639755504916852,0.0,60.0
5616227761512786842,7234842626579207420,1.0997553871662906,0.0,
6795910306671611754,7234842626579207420,1.0997553627132608,0.0,
7989648078004856923,1923544693465519030,1.6597549496531205,0.0,
6603769515442699311,7234842626579207420,1.0997545552133399,0.0,
94408987865904478,4758633780990544445,1.6397537658704668,0.0,247.0
4339026986613095705,8757232218924067765,1.6997535730949622,0.0,
4455268076366017461,1923544693465519030,1.6597532748079908,0.0,
6138894393723760466,7234842626579207420,1.09975319861327,0.0,
485150859624190504,7234842626579207420,1.0997523497484947,0.0,
8204914641537762870,7234842626579207420,1.0997520550827355,0.0,
4292950282704992083,1923544693465519030,1.6597518829233322,0.0,
7352296852372277170,7234842626579207420,1.0997500671690315,0.0,
4185838065937199520,4549029307837257105,1.6997498333652143,2.0,221.0
7562558443513731116,6860450697281257066,1.8997497872391067,0.0,221.0
7478622895608119682,7234842626579207420,1.0997488727830038,0.0,
2191936203068598863,7234842626579207420,1.0997483782911526,0.0,
1660739501391093101,1685543589975630639,1.9597478397939265,0.0,
5592139057253171366,6491344709419599867,1.999747447920415,0.0,32.0
6995423827692936721,706610424568502112,2.499747326660464,0.0,
2402128135772147524,5237182937361963093,1.6397469362243995,4.0,31.0
1593581715409977496,7234842626579207420,1.0997463742543025,0.0,
3121768591038756401,8757232218924067765,1.6997459882713244,0.0,48.0
4069515954955710524,3751288961258999757,1.7997458425322768,11.0,783.0
5910513774037381962,1238055560848089576,1.799744769672142,0.0,109.0
5426480348225828220,7234842626579207420,1.0997441535777621,0.0,
6417347969841170824,7234842626579207420,1.0997441310345137,0.0,
7589247600934337388,8757232218924067765,1.6997439800861904,1.0,81.0
8329007978237963459,7234842626579207420,1.0997430099883485,0.0,
4083637654611419381,7234842626579207420,1.0997426546959863,0.0,
7828421059356609727,7234842626579207420,1.099742189926081,0.0,
737401595287561019,8511150219970800144,1.79974162182198,8.0,546.0
456249045386245172,6761934102423866922,1.799741468284589,0.0,56.0
7515051648321915696,7234842626579207420,1.0997413736522443,0.0,
3385240886714926222,6036457646356932801,1.7597406639305273,2.0,57.0
6749536783258034607,5547517019048776244,1.6997397110029577,0.0,21.0
4479179238855043920,1111307707891106543,1.6397391802518495,7.0,222.0
3690631509666224077,7234842626579207420,1.0997386023357132,0.0,
7010517282408511237,5165268297756540484,1.639738492800316,0.0,135.0
4961581717428169268,600346013476277781,1.859737189016999,7.0,221.0
8759826158375339864,1685543589975630639,1.95973673104731,0.0,
5841748592702001123,7234842626579207420,1.0997359415329369,0.0,108.0
694517252737665101,5237182937361963093,1.639735216307217,0.0,58.0
6457766848404127825,4709441281594313927,1.639734466818764,1.0,133.0
8077422046618999618,5427700133518477699,1.8997336042520834,0.0,
5137729800952375317,7234842626579207420,1.0997335555305663,0.0,
4889414104028864978,4667690803884634369,1.8797330554045049,0.0,35.0
6934832559029040787,7234842626579207420,1.099732282731329,0.0,
288992965826907554,5165268297756540484,1.6397319325059807,1.0,57.0
8001770647826167218,8763944332228924685,1.7997317974341975,0.0,46.0
4368975640986237540,18590165558100261,1.6997311157448884,11.0,384.0
7617448347372113361,8757232218924067765,1.6997300792406254,3.0,314.0
2332814130155775660,8757232218924067765,1.6997298680574318,3.0,51.0
8404087296502639551,4521868007779037021,1.7997297365464058,0.0,
8068293801627118349,7234842626579207420,1.0997285856294017,0.0,
6534187957071078567,8432810112255698627,2.0997280003619228,0.0,132.0
6146339119193827521,8763944332228924685,1.7997277787570227,0.0,34.0
2732606544919705495,7234842626579207420,1.0997277075163905,0.0,
8124416855017085273,7234842626579207420,1.0997274634128027,0.0,
4582685710913291036,6036457646356932801,1.7597274302154597,6.0,517.0
1126196867271517755,3732328633131036978,1.89972687975123,0.0,108.0
4123174060460830015,1949840533625410785,1.8997255428545738,11.0,1232.0
2656264870499129363,1111307707891106543,1.6397247214519792,4.0,179.0
7665893754423214277,7234842626579207420,1.099723029694647,0.0,
3731718408481350912,916295562321136269,2.0397229455156554,0.0,
2801950323408173670,241497506242318860,1.799722559499102,0.0,28.0
2057981366560193061,8757232218924067765,1.6997216139144797,0.0,
1612937835811757785,7234842626579207420,1.099721302493505,0.0,
